,title,Volume,Issue,Pages,whole__author_name,simply_author_name,reprint author,DOI,reprint address,Abstract,Keywords,Document Type,Publisher,Research Domain,Published Date,impact_factor,Keywords_plus,joural,pdf_link,Download_SuccessOrDefeat
1,Machine-Learning Assisted Screening of Energetic Materials,124,26,5341-5351,"Kang Peng,Liu Zhongli,Abou-Rachid Hakima,Guo Hong","Kang P,Liu ZL,Abou-Rachid H,Guo H",Guo H,10.1021/acs.jpca.0c02647,McGill University,"In this work, machine learning (ML), materials informatics (MI), and thermochemical data are combined to screen potential candidates of energetic materials. To directly characterize energetic performance, the heat of explosion Delta H-e is used as the target property. The critical descriptors of cohesive energy, averaged over all constituent elements and the oxygen balance, are found by forward stepwise selection from a large number of possible descriptors. With them and a theoretically labeled Delta H-e training data set, a satisfactory surrogate ML model is trained. The ML model is applied to large databases ICSD and PubChem to predict Delta H-e. At the gross-level filtering by the ML model, 2732 molecular candidates based on carbon, hydrogen, nitrogen, and oxygen (CHNO) with high Delta H-e values are predicted. Afterward, a fine-level thermochemical screening is carried out on the 2732 materials, resulting in 262 candidates with TNT equivalent power index P-e(TNT) greater than 1.5. Raising P-e(TNT) further to larger than 1.8, 29 potential candidates are found from the 2732 materials, all are new to the current reservoir of well-known energetic materials.","HYDRAZINIUM-NITROFORMATE,DETONATION PROPERTIES,STANDARD ENTHALPY,CRYSTAL-STRUCTURE,PREDICTION,ADDITIVITY,HEATS,PERFORMANCE,GUANIDINIUM,EXPLOSIVES",Article,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA","Chemistry,Physics",,2.725,"HYDRAZINIUM-NITROFORMATE,DETONATION,PROPERTIES,STANDARD,ENTHALPY,CRYSTAL-STRUCTURE,PREDICTION,ADDITIVITY,HEATS,PERFORMANCE,GUANIDINIUM,EXPLOSIVES",JOURNAL OF PHYSICAL CHEMISTRY A,,
2,Machine Learning-Based Optoacoustic Tissue Classification Method for Laser Osteotomes Using an Air-Coupled Transducer,53,3,377-389,"Kenhagho Herve Nguendon,Canbaz Ferda,Gomez Alvarez-Arenas Tomas E.,Guzman Raphael,Cattin Philippe,Zam Azhar","Kenhagho HN,Canbaz F,Alvarez-Arenas TEG,Guzman R,Cattin P,Zam A",Kenhagho HN; Zam A,10.1002/lsm.23290,University of Basel,"Background and Objectives Using lasers instead of mechanical tools for bone cutting holds many advantages, including functional cuts, contactless interaction, and faster wound healing. To fully exploit the benefits of lasers over conventional mechanical tools, a real-time feedback to classify tissue is proposed. Study Design/Materials and Methods In this paper, we simultaneously classified five tissue types-hard and soft bone, muscle, fat, and skin from five proximal and distal fresh porcine femurs-based on the laser-induced acoustic shock waves (ASWs) generated. For laser ablation, a nanosecond frequency-doubled Nd:YAG laser source at 532 nm and a microsecond Er:YAG laser source at 2940 nm were used to create 10 craters on the surface of each proximal and distal femur. Depending on the application, the Nd:YAG or Er:YAG can be used for bone cutting. For ASW recording, an air-coupled transducer was placed 5 cm away from the ablated spot. For tissue classification, we analyzed the measured acoustics by looking at the amplitude-frequency band of 0.11-0.27 and 0.27-0.53 MHz, which provided the least average classification error for Er:YAG and Nd:YAG, respectively. For data reduction, we used the amplitude-frequency band as an input of the principal component analysis (PCA). On the basis of PCA scores, we compared the performance of the artificial neural network (ANN), the quadratic- and Gaussian-support vector machine (SVM) to classify tissue types. A set of 14,400 data points, measured from 10 craters in four proximal and distal femurs, was used as training data, while a set of 3,600 data points from 10 craters in the remaining proximal and distal femur was considered as testing data, for each laser. Results The ANN performed best for both lasers, with an average classification error for all tissues of 5.01 +/- 5.06% and 9.12 +/- 3.39%, using the Nd:YAG and Er:YAG lasers, respectively. Then, the Gaussian-SVM performed better than the quadratic SVM during the cutting with both lasers. The Gaussian-SVM yielded average classification errors of 15.17 +/- 13.12% and 16.85 +/- 7.59%, using the Nd:YAG and Er:YAG lasers, respectively. The worst performance was achieved with the quadratic-SVM with a classification error of 50.34 +/- 35.04% and 69.96 +/- 25.49%, using the Nd:YAG and Er:YAG lasers. Conclusion We foresee using the ANN to differentiate tissues in real-time during laser osteotomy. Lasers Surg. Med. (c) 2020 Wiley Periodicals LLC","laser ablation,tissue classification,acoustic shock signal,principal component analysis,support vector machine,artificial network machine",Article,"WILEY, 111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Dermatology,Surgery",,3.881,"ER-YAG,LASER,BONE,ABLATION,PULSE,DURATION,SURGERY,ENHANCEMENT,DEPOSITION,MECHANISM",LASERS IN SURGERY AND MEDICINE,https://digital.csic.es/bitstream/10261/233565/1/lsm.23290%20%281%29.pdf,
3,Machine learning in prediction of genetic risk of nonsyndromic oral clefts in the Brazilian population,25,3,1273-1280,"Machado Renato Assis,de Oliveira Silva Carolina,Martelli-Junior Hercilio,das Neves Lucimara Teixeira,Coletta Ricardo D.","Machado RA,Silva CD,Martelli H,das Neves LT,Coletta RD",Coletta RD,10.1007/s00784-020-03433-y,Universidade Estadual de Campinas,"Objectives Genetic variants in multiple genes and loci have been associated with the risk of nonsyndromic cleft lip with or without cleft palate (NSCL +/- P). However, the estimation of risk remains challenge, because most of these variants are population-specific rendering the identification of the underlying genetic risk difficult. Herein we examined the use of machine learning network in previously reported single nucleotide polymorphisms (SNPs) to predict risk of NSCL +/- P in the Brazilian population. Materials and methods Random forest and neural network methods were applied in 72 SNPs in a case-control sample composed by 722 NSCL +/- P and 866 controls for discrimination of NSCL +/- P risk. SNP-SNP interactions and functional annotation biological processes associated with the identified NSCL +/- P risk genes were verified. Results Supervised random forest decision trees revealed high scores of importance for the SNPs rs11717284 and rs1875735 inFGF12, rs41268753 inGRHL3, rs2236225 inMTHFD1, rs2274976 inMTHFR, rs2235371 and rs642961 inIRF6, rs17085106 inRHPN2, rs28372960 inTCOF1, rs7078160 inVAX1, rs10762573 and rs2131960 inVCL, and rs227731 in 17q22, with an accuracy of 99% and an error rate of approximately 3% to predict the risk of NSCL +/- P. Those same 13 SNPs were considered the most important for the neural network to effectively predict NSCL +/- P risk, with an overall accuracy of 94%. Multivariate regression model revealed significant interactions among all SNPs, with an exception of those inFGF12andMTHFD1. The most significantly biological processes for selected genes were those involved in tissue and epithelium development; neural tube closure; and metabolism of methionine, folate, and homocysteine. Conclusions Our results provide novel clues for genetic mechanism studies of NSCL +/- P and point out for a machine learning model composed by 13 SNPs that is capable of predicting NSCL +/- P risk.","Nonsyndromic oral cleft,Single nucleotide polymorphism,Machine learning,Genetic counseling,Brazilian population",Article,"SPRINGER HEIDELBERG, TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY","Dentistry, Oral Surgery & Medicine",,3.623,"OROFACIAL,CLEFTS,CAUSE,VAN,PALATE,IRF6,LIP,MUTATIONS,SUSCEPTIBILITY,FORTIFICATION,IMPACT,WOUDE",CLINICAL ORAL INVESTIGATIONS,,
4,Automated labeling of the airway tree in terms of lobes based on deep learning of bifurcation point detection,58,9,2009-2024,"Wang Manyang,Jin Renchao,Jiang Nanchuan,Liu Hong,Jiang Shan,Li Kang,Zhou XueXin","Wang MY,Jin RC,Jiang NC,Liu H,Jiang S,Li K,Zhou XX",Jin RC,10.1007/s11517-020-02184-y,Huazhong University of Science & Technology,"This paper presents an automatic lobe-based labeling of airway tree method, which can detect the bifurcation points for reconstructing and labeling the airway tree from a computed tomography image. A deep learning-based network structure is designed to identify the four key bifurcation points. Then, based on the detected bifurcation points, the entire airway tree is reconstructed by a new region-growing method. Finally, with the basic airway tree anatomy and topology knowledge, individual branches of the airway tree are classified into different categories in terms of pulmonary lobes. There are several advantages in our method such as the detection of the bifurcation points does not depend on the segmentation of airway tree and only four bifurcation points need to be manually labeled for each sample to prepare the training dataset. The segmentation of airway tree is guided by the detected points, which overcomes the difficulty of manual seed selection of conventional region-growing algorithm. In addition, the bifurcation points can help analyze the tree structure, which provides a basis for effective airway tree labeling. Experimental results show that our method is fast, stable, and the accuracy of our method is 97.85%, which is higher than that of the traditional skeleton-based method.","Airway tree,Bifurcation points,Deep learning-based network,Automated labeling",Article,"SPRINGER HEIDELBERG, TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY","Computer Science,Engineering,Mathematical & Computational Biology,Medical Informatics",,2.61,"COMPUTED-TOMOGRAPHY,IMAGES,CURVE,SKELETONIZATION,SEGMENTATION,METHODS,CT,ALGORITHM,RECONSTRUCTION,COMBINATION,FISSURES,BRANCHES,SURFACE",MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,,
5,A cell-level quality control workflow for high-throughput image analysis,21,1,,"Qiu Minhua,Zhou Bin,Lo Frederick,Cook Steven,Chyba Jason,Quackenbush Doug,Matzen Jason,Li Zhizhong,Mak Puiying Annie,Chen Kaisheng","Qiu MH,Zhou B,Lo F,Cook S,Chyba J,Quackenbush D,Matzen J,Li ZZ,Mak PA,Chen KS",Qiu MH; Zhou YY,10.1186/s12859-020-03603-5,Novartis,"BackgroundImage-based high throughput (HT) screening provides a rich source of information on dynamic cellular response to external perturbations. The large quantity of data generated necessitates computer-aided quality control (QC) methodologies to flag imaging and staining artifacts. Existing image- or patch-level QC methods require separate thresholds to be simultaneously tuned for each image quality metric used, and also struggle to distinguish between artifacts and valid cellular phenotypes. As a result, extensive time and effort must be spent on per-assay QC feature thresholding, and valid images and phenotypes may be discarded while image- and cell-level artifacts go undetected.ResultsWe present a novel cell-level QC workflow built on machine learning approaches for classifying artifacts from HT image data. First, a phenotype sampler based on unlabeled clustering collects a comprehensive subset of cellular phenotypes, requiring only the inspection of a handful of images per phenotype for validity. A set of one-class support vector machines are then trained on each biologically valid image phenotype, and used to classify individual objects in each image as valid cells or artifacts. We apply this workflow to two real-world large-scale HT image datasets and observe that the ratio of artifact to total object area (AR(cell)) provides a single robust assessment of image quality regardless of the underlying causes of quality issues. Gating on this single intuitive metric, partially contaminated images can be salvaged and highly contaminated images can be excluded before image-level phenotype summary, enabling a more reliable characterization of cellular response dynamics.ConclusionsOur cell-level QC workflow enables identification of artificial cells created not only by staining or imaging artifacts but also by the limitations of image segmentation algorithms. The single readout AR(cell) that summaries the ratio of artifacts contained in each image can be used to reliably rank images by quality and more accurately determine QC cutoff thresholds. Machine learning-based cellular phenotype clustering and sampling reduces the amount of manual work required for training example collection. Our QC workflow automatically handles assay-specific phenotypic variations and generalizes to different HT image assays.","Cell-level quality control,High throughput image analysis,Image quality measurement,Machine learning,CellProfiler",Article,"BMC, CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND","Biochemistry & Molecular Biology,Biotechnology & Applied Microbiology,Mathematical & Computational Biology",,3.629,,BMC BIOINFORMATICS,https://europepmc.org/articles/pmc7333376?pdf=render,
6,Atherosclerotic Plaque Tissue Characterization: An OCT-Based Machine Learning Algorithm Withex vivoValidation,8,,,"He Chunliu,Li Zhonglin,Wang Jiaqiu,Huang Yuxiang,Yin Yifan,Li Zhiyong","He CL,Li ZL,Wang JQ,Huang YX,Yin YF,Li ZY",Li ZY,10.3389/fbioe.2020.00749,Southeast University - China,"There is a need to develop a validated algorithm for plaque characterization which can help to facilitate the standardization of optical coherence tomography (OCT) image interpretation of plaque morphology, and improve the efficiency and accuracy in the application of OCT imaging for the quantitative assessment of plaque vulnerability. In this study, a machine learning algorithm was implemented for characterization of atherosclerotic plaque components by intravascular OCT usingex vivocarotid plaque tissue samples. A total of 31 patients underwent carotid endarterectomy and theex vivocarotid plaques were imaged with OCT. Optical parameter, texture features and relative position of pixels were extracted within the region of interest and then used to quantify the tissue characterization of plaque components. The potential of individual and combined feature set to discriminate tissue components was quantified using sensitivity, specificity, accuracy. The results show there was a lower classification accuracy in the calcified tissue than the fibrous tissue and lipid tissue. The pixel-wise classification accuracy obtained by the developed method, to characterize the fibrous, calcified and lipid tissue by comparing with histology, were 80.0, 62.0, and 83.1, respectively. The developed algorithm was capable of characterizing plaque components with an excellent accuracy using the combined feature set.","atherosclerotic plaque,carotid artery,histology,machine learning,optical coherence tomography",Article,"FRONTIERS MEDIA SA, AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND","Biotechnology & Applied Microbiology,Science & Technology - Other Topics",,5.973,"OPTICAL,COHERENCE,TOMOGRAPHY,FIBROUS,CAP,THICKNESS,SCATTERING,MEDIA,TEXTURE,ANALYSIS,CLASSIFICATION,LESIONS,QUANTIFICATION,VULNERABILITY,ATTENUATION",FRONTIERS IN BIOENGINEERING AND BIOTECHNOLOGY,https://www.frontiersin.org/articles/10.3389/fbioe.2020.00749/pdf,
7,Accelerating Ab Initio Simulation via Nested Monte Carlo and Machine Learned Reference Potentials,124,26,5488-5497,"Jadrich Ryan B.,Leiding Jeffery A.","Jadrich RB,Leiding JA",Jadrich RB; Leiding JA,10.1021/acs.jpcb.0c03738,United States Department of Energy (DOE),"As a corollary of the rapid advances in computing, ab initio simulation is playing an increasingly important role in modeling materials at the atomic scale. Two strategies are possible, ab initio Monte Carlo (AIMC) and molecular dynamics (AIMD) simulation. The former benefits from exact sampling from the correct thermodynamic distribution, while the latter is typically more efficient with its collective all-atom coordinate updates. Here, using a relatively simple test model comprised of helium and argon, we show that AIMC can be brought up to, and even above, the performance levels of AIMD via a hybrid nested sampling/machine learning (ML) strategy. Here, ML provides an accurate classical reference potential (up to three-body explicit interactions) that can pilot long collective Monte Carlo moves that are accepted or rejected in toto a la nested Monte Carlo (NMC); this is in contrast to the single move nature of a naive implementation. Our proposed method only requires a small up front expense from evaluating the ab initio energies and forces of O(100) random configurations for training. Importantly, our method does not totally rely on the trained, assuredly imperfect, interaction. We show that high performance and exact sampling at the desired level of theory can be realized even when the trained interaction has appreciable differences from the ab initio potential. Remarkably, at the highest levels of performance realized via our approach, a pair of statistically uncorrelated atomic configurations can be generated with O(1) ab initio calculations.","1ST PRINCIPLES,LIQUID WATER,ENERGY,EQUILIBRIA,EFFICIENCY",Article,"AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA",Chemistry,,3.051,"1ST,PRINCIPLES,LIQUID,WATER,ENERGY,EQUILIBRIA,EFFICIENCY",JOURNAL OF PHYSICAL CHEMISTRY B,https://www.osti.gov/biblio/1699465,
8,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,
